Account_number,PORTFOLIO,SSN,Phone No. ,City,State,Account Open Date,Loan_amount,Origination_fico_score,Current_fico_score,Current_outstanding
38686096,PERSONAL LOAN,164-86-8209,215-277-9447,Parkhill,PA,2018-12-08,31245,864,894,4061.8500000000004
38686097,CREDIT CARD,547-99-2033,236-524-3827,Wirtz,VA,2021-08-24,49041,710,759,14221.89
38686098,MORTGAGE,137-25-9288,605-669-2902,Smithwick,SD,2018-01-10,894861,811,830,411636.06
38686099,MORTGAGE,512-33-5284,270-776-9953,Clinton,KY,2021-05-23,522757,655,698,193420.09
38686100,CREDIT CARD,298-15-0413,210-529-3314,Fort Worth,TX,2018-07-19,59544,805,849,1190.88
38686101,MORTGAGE,175-86-2139,304-947-0267,Charleston,WV,2020-04-08,806987,679,723,282445.44999999995
38686102,PERSONAL LOAN,180-86-2792,314-432-3461,Weston,MO,2020-06-26,187892,685,707,41336.24
38686103,CREDIT CARD,433-99-9749,239-738-9810,Fort Lauderdale,FL,2018-12-28,81108,806,807,20277.0
38686104,PERSONAL LOAN,157-23-7062,304-867-1904,Cass,WV,2019-03-17,181516,867,872,21781.92
38686105,PERSONAL LOAN,717-18-0087,217-788-1910,Vandalia,IL,2018-04-08,76875,870,867,34593.75
38686106,MORTGAGE,109-98-7190,206-985-7983,Stratford,WA,2020-12-11,878574,762,761,430501.26
38686107,PERSONAL LOAN,442-29-5088,480-525-3171,Glendale,AZ,2019-03-09,173458,832,860,55506.56
38686108,PERSONAL LOAN,696-16-6876,216-653-6820,Brecksville,OH,2021-08-24,99117,805,817,28743.929999999997
38686109,MORTGAGE,144-23-4320,503-415-8482,Camas Valley,OR,2020-08-21,345389,701,701,79439.47
38686110,MORTGAGE,535-71-8465,217-201-4320,Golden Eagle,IL,2018-02-06,530398,717,760,201551.24
38686111,MORTGAGE,706-18-5132,314-915-6012,Stella,MO,2019-03-20,418758,741,760,142377.72
38686112,CREDIT CARD,482-41-4351,217-973-2165,Naperville,IL,2018-09-15,72894,727,733,14578.800000000001
38686113,MORTGAGE,653-60-5312,206-520-2212,Seattle,WA,2021-08-24,375874,862,903,48863.62
38686114,MORTGAGE,052-02-0881,808-878-2823,Kahului,HI,2021-08-24,255811,757,802,94650.06999999999
38686115,CREDIT CARD,715-18-8245,217-514-6811,Ivesdale,IL,2019-03-09,37893,737,741,8715.390000000001
38686116,PERSONAL LOAN,219-89-4765,236-638-4539,Ringgold,VA,2018-07-27,121212,657,671,0.0
38686117,CREDIT CARD,355-08-0568,316-221-7823,Vassar,KS,2020-03-28,87544,872,896,24512.320000000003
38686118,CREDIT CARD,549-99-1980,319-440-6343,Danbury,IA,2019-01-02,39712,809,848,1191.36
38686119,CREDIT CARD,039-74-2324,209-752-6543,San Diego,CA,2021-05-21,94790,826,831,22749.6
38686120,CREDIT CARD,512-33-9176,503-485-3044,Salem,OR,2021-08-24,78552,858,899,35348.4
38686121,CREDIT CARD,072-02-9623,205-460-2545,Opelika,AL,2020-05-19,97841,762,808,11740.92
38686122,PERSONAL LOAN,394-33-7587,215-337-0233,Mohnton,PA,2021-04-21,104728,813,852,32465.68
38686123,MORTGAGE,572-99-9794,505-484-8685,Jal,NM,2021-08-24,792697,882,930,150612.43
38686124,PERSONAL LOAN,329-11-9428,210-575-9281,Houston,TX,2021-01-20,146400,837,885,71736.0
38686125,MORTGAGE,319-11-9045,262-705-6103,Prairie Du Sac,WI,2019-04-17,110477,734,764,41981.26
38686126,MORTGAGE,465-99-6810,206-341-2344,Montesano,WA,2018-07-26,526531,831,844,173755.23
38686127,MORTGAGE,508-57-2615,236-590-9215,Zacata,VA,2019-11-28,690256,864,875,331322.88
38686128,CREDIT CARD,017-94-3142,209-494-7353,Riverside,CA,2021-08-24,48738,765,760,24369.0
38686129,MORTGAGE,564-99-7433,206-848-0723,Mansfield,WA,2020-10-04,110568,793,843,8845.44
38686130,MORTGAGE,414-99-7036,803-353-3027,Conway,SC,2021-05-20,176327,884,902,45845.020000000004
38686131,CREDIT CARD,382-37-7274,210-576-6608,Lewisville,TX,2019-06-19,88735,882,922,42592.799999999996
38686132,MORTGAGE,580-41-8719,210-453-3861,Houston,TX,2019-11-13,827823,771,779,16556.46
38686133,PERSONAL LOAN,700-18-0417,308-608-1133,Lincoln,NE,2021-06-16,32856,732,744,11499.599999999999
38686134,PERSONAL LOAN,132-98-8933,314-695-5133,Mill Spring,MO,2018-06-11,128858,825,854,38657.4
38686135,CREDIT CARD,034-92-9793,225-971-1841,Gretna,LA,2020-01-12,81094,783,814,26761.02
38686136,PERSONAL LOAN,632-31-0347,215-690-7905,Kantner,PA,2020-12-10,30713,829,830,307.13
38686137,CREDIT CARD,330-11-5656,206-427-4558,Maple Falls,WA,2020-03-11,81934,752,788,2458.02
38686138,CREDIT CARD,531-71-1454,209-816-4016,Blue Lake,CA,2020-02-11,60666,667,712,27299.7
38686139,PERSONAL LOAN,140-23-0725,216-630-8389,Lorain,OH,2020-06-13,59077,668,675,24221.57
38686140,MORTGAGE,181-86-2989,505-365-1089,Corona,NM,2021-03-04,834696,672,707,417348.0
38686141,CREDIT CARD,260-99-7845,239-571-0725,Mexico Beach,FL,2019-06-05,44154,706,756,16778.52
38686142,MORTGAGE,527-99-6827,236-691-7525,Mc Clure,VA,2019-09-09,181198,735,756,48923.46000000001
38686143,PERSONAL LOAN,682-24-0150,605-533-2232,Keyapaha,SD,2018-07-27,44778,757,759,14776.740000000002
38686144,MORTGAGE,614-87-7393,252-565-7512,Lilesville,NC,2018-02-03,970834,868,899,19416.68
38686145,CREDIT CARD,221-13-3707,231-635-1862,Clarklake,MI,2020-02-26,88426,842,890,22990.760000000002
38686146,MORTGAGE,033-92-5567,210-918-6013,Lubbock,TX,2020-03-16,810825,729,746,364871.25
38686147,PERSONAL LOAN,215-91-2683,201-286-1844,Riverton,NJ,2019-04-15,90984,785,802,909.84
38686148,MORTGAGE,200-84-5088,225-200-3778,Shreveport,LA,2020-06-16,983594,743,759,285242.26
38686149,MORTGAGE,405-73-6995,262-635-2693,Madison,WI,2018-11-28,322081,817,862,157819.69
38686150,CREDIT CARD,770-02-1467,239-322-2332,Bronson,FL,2019-10-03,59509,880,883,27374.14
38686151,PERSONAL LOAN,374-37-2471,907-719-8202,Ketchikan,AK,2018-03-28,153003,737,748,33660.66
38686152,CREDIT CARD,097-02-3384,206-808-8986,Seattle,WA,2018-04-09,80512,875,875,10466.56
38686153,PERSONAL LOAN,695-16-3498,225-914-0447,Cecilia,LA,2019-04-16,143712,851,878,70418.88
38686154,MORTGAGE,097-02-6602,262-849-1832,Wautoma,WI,2018-01-08,796839,783,805,334672.38
38686155,CREDIT CARD,606-87-8189,210-586-4783,Mc Gregor,TX,2018-07-18,99637,819,867,23912.879999999997
38686156,MORTGAGE,592-99-0370,503-949-4741,Riley,OR,2021-01-28,177403,794,834,69187.17
38686157,MORTGAGE,663-22-6032,262-840-4849,Richfield,WI,2018-05-10,146340,714,756,46828.8
38686158,MORTGAGE,286-15-6329,217-576-2366,Island Lake,IL,2021-01-17,567031,778,789,221142.09
38686159,CREDIT CARD,425-99-8047,212-368-7563,Jamaica,NY,2019-09-14,27207,870,896,12243.15
38686160,PERSONAL LOAN,343-11-9918,209-751-7846,Irvine,CA,2018-09-16,35572,656,664,6402.96
38686161,MORTGAGE,332-11-9445,206-281-8248,Packwood,WA,2018-03-28,925663,793,801,55539.78
38686162,MORTGAGE,008-94-4285,229-242-7767,Lavonia,GA,2018-07-26,818808,788,790,237454.31999999998
38686163,MORTGAGE,175-86-4783,229-750-2808,Atlanta,GA,2018-01-01,886441,843,850,398898.45
38686164,PERSONAL LOAN,163-86-6684,385-267-4628,Provo,UT,2021-08-24,122209,758,767,9776.72
38686165,CREDIT CARD,181-86-5618,270-450-7620,Reynolds Station,KY,2020-05-12,44366,735,727,22183.0
38686166,MORTGAGE,485-41-7390,219-504-0094,Williamsport,IN,2020-02-24,966896,772,772,367420.48
38686167,CREDIT CARD,260-99-0668,205-381-7554,Choccolocco,AL,2018-04-23,34321,674,702,16474.079999999998
38686168,PERSONAL LOAN,757-12-1101,236-787-8485,Tasley,VA,2019-01-23,169187,653,657,10151.22
38686169,MORTGAGE,362-39-8461,229-527-2633,Meigs,GA,2021-08-16,782101,816,861,78210.1
38686170,MORTGAGE,179-86-0844,262-661-1782,North Prairie,WI,2018-04-16,953046,843,887,457462.07999999996
38686171,PERSONAL LOAN,422-67-2503,202-803-3038,Washington,DC,2019-06-15,141745,735,735,35436.25
38686172,PERSONAL LOAN,375-37-4384,209-627-4615,San Diego,CA,2019-11-13,128839,677,684,52823.99
38686173,MORTGAGE,755-07-8918,212-409-4106,College Point,NY,2021-02-25,500877,722,758,60105.24
38686174,MORTGAGE,074-02-3128,236-393-9275,Indian Valley,VA,2021-05-16,190137,677,675,76054.8
38686175,MORTGAGE,445-27-6621,210-377-1331,Seagraves,TX,2019-07-18,427881,727,739,102691.44
38686176,MORTGAGE,288-15-3531,239-627-0710,Orlando,FL,2021-05-08,926615,703,751,240919.9
38686177,MORTGAGE,107-98-9961,270-820-5360,Wooton,KY,2021-08-24,305401,864,867,61080.200000000004
38686178,PERSONAL LOAN,659-24-1005,319-303-1521,Harlan,IA,2020-05-25,88601,810,817,2658.0299999999997
38686179,MORTGAGE,206-84-3887,701-686-7001,Cummings,ND,2018-05-16,321525,880,929,106103.25
38686180,CREDIT CARD,043-15-6320,212-953-6967,Schenectady,NY,2018-09-27,95175,844,864,11421.0
38686181,PERSONAL LOAN,730-28-1597,252-205-2216,Union Grove,NC,2019-09-23,179359,776,769,68156.42
38686182,PERSONAL LOAN,415-99-4518,225-919-9963,Lacassine,LA,2019-12-24,100793,828,865,10079.300000000001
38686183,CREDIT CARD,397-33-4697,212-241-7121,Tallman,NY,2018-12-12,78635,828,866,8649.85
38686184,CREDIT CARD,625-85-6311,212-898-6081,Bohemia,NY,2018-01-10,96659,679,677,27064.520000000004
38686185,CREDIT CARD,036-74-5859,303-638-2993,Weldona,CO,2019-11-23,46045,737,763,17957.55
38686186,MORTGAGE,354-08-1993,229-895-8547,Atlanta,GA,2018-12-12,170760,779,805,81964.8
38686187,MORTGAGE,281-15-3976,212-476-1260,Sloatsburg,NY,2018-03-18,404140,806,834,105076.40000000001
38686188,PERSONAL LOAN,626-85-7844,216-275-3247,Columbus,OH,2021-04-09,184103,843,835,20251.33
38686189,PERSONAL LOAN,432-99-1817,262-816-8511,Watertown,WI,2018-02-28,162026,772,787,48607.799999999996
38686190,MORTGAGE,229-99-5037,401-510-3720,Bristol,RI,2019-07-13,485632,820,865,160258.56
38686191,MORTGAGE,692-18-6184,314-351-1489,Lawson,MO,2021-08-24,613097,847,859,116488.43000000001
38686192,CREDIT CARD,017-94-1042,319-428-6161,Rhodes,IA,2019-04-09,83462,672,664,20865.5
38686193,CREDIT CARD,242-99-0569,212-960-2092,Cutchogue,NY,2021-08-24,69791,700,690,28614.309999999998
38686194,MORTGAGE,059-02-3537,480-266-4425,Williams,AZ,2019-08-08,105522,806,828,12662.64
38686195,CREDIT CARD,264-99-0309,215-651-2377,Pequea,PA,2018-05-08,43587,694,728,3486.96
38686196,CREDIT CARD,175-86-6808,503-821-5018,Waldport,OR,2020-06-25,82127,869,890,28744.449999999997
38686197,PERSONAL LOAN,498-29-0244,270-218-9555,Nevisdale,KY,2019-10-12,81868,809,814,40115.32
38686198,PERSONAL LOAN,114-98-0662,215-893-2108,Arcadia,PA,2019-03-10,176990,717,753,83185.29999999999
38686199,MORTGAGE,758-12-4871,212-986-0995,Newark Valley,NY,2018-06-06,855951,898,908,128392.65
38686200,CREDIT CARD,093-02-1826,314-945-2514,Bell City,MO,2019-11-15,63118,747,740,5680.62
38686201,MORTGAGE,430-99-1004,308-563-9221,Dodge,NE,2019-06-26,843988,679,705,33759.520000000004
38686202,CREDIT CARD,187-86-7861,229-344-0715,Stone Mountain,GA,2019-08-09,49083,735,776,18651.54
38686203,CREDIT CARD,151-23-2923,205-791-6913,Birmingham,AL,2021-07-06,86112,743,770,18944.64
38686204,CREDIT CARD,152-23-3563,225-317-3843,Princeton,LA,2018-12-20,49711,824,814,3479.7700000000004
38686205,CREDIT CARD,459-99-0041,270-292-1910,Morning View,KY,2018-05-02,74831,763,770,27687.47
38686206,CREDIT CARD,316-35-9867,212-898-6689,Hailesboro,NY,2018-07-20,55425,756,760,26604.0
38686207,CREDIT CARD,364-39-7048,209-824-2203,Bayside,CA,2018-03-23,97616,852,862,23427.84
38686208,CREDIT CARD,620-85-5264,262-578-6701,Greendale,WI,2021-08-24,64322,807,835,1286.44
38686209,CREDIT CARD,697-16-6578,236-626-0943,Dugspur,VA,2020-09-10,32079,807,853,14114.76
38686210,CREDIT CARD,038-74-9693,218-957-8979,Mcintosh,MN,2018-09-10,69928,725,766,24474.8
38686211,PERSONAL LOAN,305-37-4359,236-371-1434,State Farm,VA,2019-09-02,101366,702,745,30409.8
38686212,PERSONAL LOAN,127-98-0960,479-294-1283,Little Rock,AR,2021-02-26,190439,667,677,43800.97
38686213,CREDIT CARD,202-84-6871,212-414-2139,Jamaica,NY,2019-08-10,85737,658,664,11145.81
38686214,PERSONAL LOAN,676-22-3633,503-552-9027,Culver,OR,2021-08-24,73577,761,760,33109.65
38686215,MORTGAGE,487-29-1503,308-242-1676,Bladen,NE,2019-08-14,127288,853,897,30549.12
38686216,CREDIT CARD,222-11-0459,240-255-0285,Annapolis,MD,2020-08-16,45705,810,859,6855.75
38686217,CREDIT CARD,759-12-9206,302-727-3819,Wilmington,DE,2021-08-24,45533,689,726,15936.55
38686218,PERSONAL LOAN,022-92-6261,210-334-0782,Price,TX,2019-03-07,86481,803,849,19025.82
38686219,CREDIT CARD,726-18-9655,252-372-2499,Raleigh,NC,2018-01-21,26568,661,672,265.68
38686220,MORTGAGE,049-15-4352,802-478-8901,Grand Isle,VT,2019-05-23,792448,849,870,166414.08
38686221,CREDIT CARD,005-13-8901,209-463-6803,Santa Rosa,CA,2018-05-25,91781,752,800,35794.590000000004
38686222,MORTGAGE,668-48-5434,405-683-0685,Lawton,OK,2020-01-13,881300,689,729,299642.0
38686223,MORTGAGE,169-86-9525,209-420-5974,Santa Maria,CA,2021-08-24,715563,673,719,228980.16
38686224,PERSONAL LOAN,161-86-9010,217-503-4828,Springfield,IL,2018-05-19,108601,659,682,34752.32
38686225,MORTGAGE,661-22-3303,212-244-4412,Coeymans,NY,2018-10-10,721300,794,798,346224.0
38686226,PERSONAL LOAN,179-86-7289,209-801-7683,Burbank,CA,2020-08-15,183430,681,724,62366.200000000004
38686227,PERSONAL LOAN,279-15-6352,207-571-6672,North Waterford,ME,2018-06-04,168649,733,765,77578.54000000001
38686228,CREDIT CARD,240-99-1590,314-897-8260,Saint Louis,MO,2021-02-23,94503,798,810,13230.420000000002
38686229,MORTGAGE,531-71-6793,319-417-2466,Davenport,IA,2020-10-12,360703,863,871,133460.11
38686230,MORTGAGE,153-23-1247,219-219-3223,Mount Ayr,IN,2021-08-24,469307,719,719,192415.87
38686231,MORTGAGE,340-11-4905,215-834-1663,Dilliner,PA,2021-08-01,563908,795,832,248119.52
38686232,PERSONAL LOAN,586-67-5022,209-652-1894,Danville,CA,2021-01-27,192621,704,711,15409.68
38686233,CREDIT CARD,164-86-5782,231-455-9285,Atlas,MI,2019-02-23,72909,806,817,5103.63
38686234,CREDIT CARD,179-86-5005,339-989-1249,Windsor,MA,2019-06-23,72735,800,804,30548.699999999997
38686235,PERSONAL LOAN,461-99-4487,203-245-0516,Hartford,CT,2020-08-01,168329,807,822,3366.58
38686236,CREDIT CARD,640-29-3024,217-681-0923,Richton Park,IL,2019-09-06,63757,841,880,12113.83
38686237,MORTGAGE,545-99-3712,228-854-5690,Parchman,MS,2020-03-18,655392,703,732,294926.4
38686238,PERSONAL LOAN,110-98-9547,236-989-8205,Chantilly,VA,2019-02-28,190955,859,871,61105.6
38686239,MORTGAGE,062-02-3930,307-264-5302,Shell,WY,2019-12-18,729915,869,888,189777.9
38686240,PERSONAL LOAN,485-41-5093,212-528-3043,Lake Pleasant,NY,2018-10-14,196721,696,727,55081.880000000005
38686241,MORTGAGE,096-02-6056,209-738-5001,Strathmore,CA,2021-08-24,933263,879,914,447966.24
38686242,MORTGAGE,059-02-4136,212-323-3039,Schenectady,NY,2021-04-02,593244,804,801,231365.16
38686243,MORTGAGE,136-25-6599,307-774-0593,Fort Washakie,WY,2019-05-11,804404,803,833,353937.76
38686244,CREDIT CARD,076-02-1508,503-557-8450,Agness,OR,2018-03-27,98616,723,722,39446.4
38686245,MORTGAGE,702-18-5320,207-353-3038,Owls Head,ME,2018-11-01,496625,719,727,0.0
38686246,MORTGAGE,390-33-1314,209-920-7194,Clovis,CA,2019-09-19,550630,882,902,242277.2
38686247,MORTGAGE,262-99-5390,406-487-3456,Basin,MT,2019-10-13,771729,805,815,38586.450000000004
38686248,PERSONAL LOAN,004-13-8327,215-861-9840,Sarver,PA,2021-02-02,196905,791,830,27566.700000000004
38686249,CREDIT CARD,165-86-6040,209-771-8121,San Diego,CA,2020-05-23,94372,657,668,16986.96
38686250,MORTGAGE,235-57-1907,236-734-4617,Urbanna,VA,2020-12-16,909772,681,705,81879.48
38686251,PERSONAL LOAN,058-02-7728,808-636-3464,Puunene,HI,2018-12-07,174525,835,850,71555.25
38686252,PERSONAL LOAN,767-02-2393,225-454-2407,Lisbon,LA,2018-04-23,47677,666,695,4767.7
38686253,CREDIT CARD,516-49-9783,603-891-1072,Portsmouth,NH,2020-02-17,85245,653,644,36655.35
38686254,CREDIT CARD,475-55-0021,316-242-1752,Rolla,KS,2020-08-21,64856,725,747,9728.4
38686255,MORTGAGE,765-27-0573,209-381-2687,Floriston,CA,2019-08-22,965261,845,840,289578.3
38686256,CREDIT CARD,411-99-6325,212-778-3847,Brant,NY,2019-05-04,50347,733,745,24166.559999999998
38686257,CREDIT CARD,458-99-0150,206-633-5209,Skamokawa,WA,2019-06-09,61092,763,758,2443.68
38686258,MORTGAGE,770-02-8044,228-348-7544,Mantachie,MS,2021-04-03,210537,888,935,98952.39
38686259,CREDIT CARD,593-99-5413,209-308-5694,Anaheim,CA,2019-09-07,47544,733,755,9033.36
38686260,CREDIT CARD,732-28-3529,209-298-4354,Buellton,CA,2018-02-18,93908,818,853,40380.44
38686261,CREDIT CARD,653-60-7766,210-346-6354,Mc Neil,TX,2019-04-10,46265,888,918,3238.55
38686262,PERSONAL LOAN,214-91-1647,262-381-3440,Verona,WI,2020-07-01,163052,654,695,47285.079999999994
38686263,CREDIT CARD,191-86-3269,270-925-9556,Fort Thomas,KY,2019-12-25,47544,780,824,16164.960000000001
38686264,CREDIT CARD,321-11-3188,203-807-6625,Hartford,CT,2019-03-26,81484,811,821,17111.64
38686265,MORTGAGE,693-16-5296,314-902-2827,Cherryville,MO,2021-07-25,397790,669,667,3977.9
38686266,MORTGAGE,528-99-4777,314-794-3385,Liberty,MO,2021-08-09,396247,724,767,170386.21
38686267,PERSONAL LOAN,221-13-9692,252-968-3844,Sanford,NC,2021-04-19,31595,881,888,3475.45
38686268,CREDIT CARD,709-18-5269,701-719-5854,Doyon,ND,2020-07-17,59778,818,836,10760.039999999999
38686269,PERSONAL LOAN,626-85-2431,339-797-5447,East Taunton,MA,2018-11-15,180651,787,826,0.0
38686270,MORTGAGE,590-99-4667,231-466-3823,Vestaburg,MI,2021-08-24,937330,826,875,318692.2
38686271,CREDIT CARD,674-48-9767,231-996-0628,Engadine,MI,2019-09-01,71767,712,733,20094.760000000002
38686272,PERSONAL LOAN,262-99-5518,503-477-9737,Eugene,OR,2018-12-03,71961,736,754,11513.76
38686273,CREDIT CARD,196-84-0896,319-255-7536,Mitchellville,IA,2019-04-01,29462,678,673,294.62
38686274,PERSONAL LOAN,340-11-6829,201-201-3700,Paramus,NJ,2021-08-24,147857,847,847,5914.28
38686275,PERSONAL LOAN,084-02-3107,231-395-4478,Howell,MI,2021-05-14,75641,742,750,6051.28
38686276,CREDIT CARD,263-99-0465,210-245-8470,Lufkin,TX,2018-10-09,25672,665,704,256.72
38686277,CREDIT CARD,340-11-9443,215-622-4914,Gibbon Glade,PA,2020-11-21,91771,726,746,22025.04
38686278,CREDIT CARD,707-18-0058,605-426-4462,Eureka,SD,2018-09-07,50850,707,736,6102.0
38686279,MORTGAGE,095-02-8856,210-874-2464,Aubrey,TX,2018-03-04,576800,747,761,40376.00000000001
38686280,PERSONAL LOAN,362-39-2417,209-215-4747,San Diego,CA,2019-08-23,44602,815,819,11150.5
38686281,MORTGAGE,194-86-8860,802-571-5901,Waitsfield,VT,2021-08-24,937586,880,876,187517.2
38686282,MORTGAGE,623-85-1429,701-495-0054,Roseglen,ND,2021-01-09,871563,761,774,43578.15
38686283,MORTGAGE,157-23-0693,202-467-4156,Washington,DC,2019-01-28,242716,705,714,9708.64
38686284,MORTGAGE,088-02-4467,231-204-3764,Holly,MI,2019-03-14,125050,680,676,52521.0
38686285,CREDIT CARD,073-02-6966,316-599-1317,Mulvane,KS,2019-06-23,76766,786,798,11514.9
38686286,CREDIT CARD,032-92-1297,208-987-6920,Atlanta,ID,2019-04-19,99954,860,851,13993.560000000001
38686287,MORTGAGE,542-81-1825,405-735-1626,Ripley,OK,2019-07-03,276649,778,783,91294.17
38686288,CREDIT CARD,379-37-5485,209-851-3216,Rowland Heights,CA,2019-05-07,46552,675,707,14431.12
38686289,CREDIT CARD,012-94-3607,210-528-4483,Sulphur Bluff,TX,2020-04-01,32561,787,811,6512.200000000001
38686290,MORTGAGE,650-62-8301,239-306-4007,Trilby,FL,2020-05-08,230309,745,755,105942.14
38686291,CREDIT CARD,069-02-9991,303-962-9442,Leadville,CO,2020-09-08,90058,701,734,29719.140000000003
38686292,MORTGAGE,517-49-5127,210-623-3299,Jacksonville,TX,2021-08-24,337048,786,834,60668.64
38686293,CREDIT CARD,476-55-5663,304-705-1219,Powhatan,WV,2021-04-27,52423,762,782,18872.28
38686294,PERSONAL LOAN,683-24-4361,229-479-2759,Buena Vista,GA,2020-10-26,55634,757,805,25591.64
38686295,MORTGAGE,674-48-2463,503-358-4677,Eagle Point,OR,2021-07-28,721872,704,730,173249.28
38686296,MORTGAGE,444-27-8825,206-667-2559,Twisp,WA,2018-01-28,427240,722,712,119627.20000000001
38686297,CREDIT CARD,128-98-2047,216-298-2888,Catawba,OH,2019-12-25,63939,850,846,27493.77
38686298,MORTGAGE,097-02-9674,314-671-9893,Belleview,MO,2020-11-25,948576,873,912,28457.28
38686299,PERSONAL LOAN,571-99-1042,215-668-6628,Penns Creek,PA,2019-02-22,188046,668,710,41370.12
38686300,CREDIT CARD,752-09-2797,218-486-2835,Eden Prairie,MN,2018-05-12,93205,829,829,3728.2000000000003
38686301,PERSONAL LOAN,320-11-8700,319-300-1332,Sioux City,IA,2020-10-25,46526,653,700,20006.18
38686302,PERSONAL LOAN,631-31-7725,229-495-6104,Homer,GA,2020-03-27,30334,729,774,1820.04
38686303,CREDIT CARD,305-37-7059,236-818-3010,Virginia Beach,VA,2018-01-11,55931,714,745,10067.58
38686304,PERSONAL LOAN,324-11-9038,304-700-8487,New Martinsville,WV,2020-07-18,144835,767,814,43450.5
38686305,PERSONAL LOAN,620-85-3596,210-848-6563,Mesquite,TX,2018-08-17,55093,745,781,15426.04
38686306,CREDIT CARD,511-33-0275,702-217-5883,Sparks,NV,2021-06-22,81636,701,751,4898.16
38686307,PERSONAL LOAN,516-49-6381,239-417-9243,West Palm Beach,FL,2021-03-22,79196,662,665,3167.84
38686308,MORTGAGE,312-35-0329,218-337-5621,Minneapolis,MN,2021-08-24,339184,876,899,166200.16
38686309,CREDIT CARD,259-99-1740,236-896-4707,Walkerton,VA,2020-11-15,46276,753,790,2776.56
38686310,PERSONAL LOAN,480-41-2367,314-222-3935,Jefferson City,MO,2019-11-24,33980,794,840,14271.6
38686311,CREDIT CARD,371-37-4403,207-852-8016,Hope,ME,2020-10-10,29851,856,858,13134.44
38686312,MORTGAGE,153-23-5227,240-656-0968,Arnold,MD,2018-02-22,274313,691,683,27431.300000000003
38686313,CREDIT CARD,447-27-0168,252-795-0643,Winston Salem,NC,2020-03-23,71715,842,874,24383.100000000002
38686314,PERSONAL LOAN,043-15-7327,236-792-5766,Manassas,VA,2020-09-12,106599,890,912,4263.96
38686315,CREDIT CARD,652-62-1051,314-534-5462,Brownwood,MO,2018-02-17,48311,863,911,14010.189999999999
38686316,CREDIT CARD,708-18-3074,252-403-1286,Minneapolis,NC,2018-01-06,97682,728,737,23443.68
